material,number_of_elements,mean_Valence,wtd_mean_Valence,std_Valence,wtd_std_Valence,entropy_Valence,wtd_entropy_Valence,mean_fie,wtd_mean_fie,std_fie,wtd_std_fie,entropy_fie,wtd_entropy_fie,mean_ElectronAffinity,wtd_mean_ElectronAffinity,std_ElectronAffinity,wtd_std_ElectronAffinity,entropy_ElectronAffinity,wtd_entropy_ElectronAffinity,mean_atomic_radius,wtd_mean_atomic_radius,mean_atomic_mass,wtd_mean_atomic_mass,gmean_FusionHeat,wtd_gmean_FusionHeat,mean_FusionHeat,wtd_mean_FusionHeat,gmean_Valence,wtd_gmean_Valence,range_Valence,wtd_range_Valence,gmean_atomic_mass,wtd_gmean_atomic_mass,entropy_atomic_mass,wtd_entropy_atomic_mass,range_atomic_mass,wtd_range_atomic_mass,std_atomic_mass,wtd_std_atomic_mass,gmean_fie,wtd_gmean_fie,range_fie,wtd_range_fie,gmean_atomic_radius,wtd_gmean_atomic_radius,entropy_atomic_radius,wtd_entropy_atomic_radius,range_atomic_radius,wtd_range_atomic_radius,std_atomic_radius,wtd_std_atomic_radius,mean_Density,wtd_mean_Density,gmean_Density,wtd_gmean_Density,entropy_Density,wtd_entropy_Density,range_Density,wtd_range_Density,std_Density,wtd_std_Density,gmean_ElectronAffinity,wtd_gmean_ElectronAffinity,range_ElectronAffinity,wtd_range_ElectronAffinity,entropy_FusionHeat,wtd_entropy_FusionHeat,range_FusionHeat,wtd_range_FusionHeat,std_FusionHeat,wtd_std_FusionHeat,mean_ThermalConductivity,wtd_mean_ThermalConductivity,gmean_ThermalConductivity,wtd_gmean_ThermalConductivity,entropy_ThermalConductivity,wtd_entropy_ThermalConductivity,range_ThermalConductivity,wtd_range_ThermalConductivity,std_ThermalConductivity,wtd_std_ThermalConductivity,max,mean,min
La1.25Ca0.25Ba1.5Cu3O7.087,5,2.2,2.095514633,0.4,0.293924459,1.594166699,1.260751976,738.22,1002.400451,299.0319675,345.9635917,1.53656958,0.912529265,66.244,111.2260258,55.57850613,46.71591384,1.209740908,0.804098852,167.0,110.5620845,79.171174,53.00432378,4.16392152,1.258347992,7.2324,4.805021319,2.168943542,2.078975099,1,1.044853672,59.99494331,35.13134252,1.389953237,1.419483586,122.90607,14.97447849,50.42495724,47.85381504,690.3281148,934.6278473,810.6,699.823466,146.1211967,87.85752226,1.508759894,1.466564237,205,29.53312447,68.6352679,74.36958674,4033.4858,3073.670614,843.9453445,65.93674594,1.224750185,0.898521239,8958.571,2053.172819,3207.256758,3744.570892,34.73567471,89.5884222,138.63,77.09406281,1.378110416,1.077162528,12.878,2.882760449,4.165161106,5.366302656,126.205316,98.833833,13.7839016,1.090344483,0.835026704,0.332361959,399.97342,91.67965367,155.4696702,166.5139273,62.9,62.9,62.9
La1.25Ca0.2Ba1.55Cu3O7.082,5,2.2,2.095551139,0.4,0.293974691,1.594166699,1.253983126,738.22,1001.949564,299.0319675,346.4140024,1.53656958,0.908227087,66.244,111.2583321,55.57850613,46.62451476,1.209740908,0.805195156,167.0,110.8114967,79.171174,53.39015734,4.16392152,1.258868331,7.2324,4.804709066,2.168943542,2.079005872,1,1.052132701,59.99494331,35.30770787,1.389953237,1.408888526,122.90607,15.6582518,50.42495724,48.13240001,690.3281148,933.9368512,810.6,701.8417826,146.1211967,87.96705404,1.508759894,1.451679422,205,30.28588901,68.6352679,74.71496729,4033.4858,3082.336048,843.9453445,66.2399914,1.224750185,0.895988208,8958.571,2053.958097,3207.256758,3743.707022,34.73567471,90.04772197,138.63,77.08385568,1.378110416,1.064304635,12.878,2.883947103,4.165161106,5.365247422,126.205316,98.17598529,13.7839016,1.081890474,0.835026704,0.311275842,399.97342,91.71470421,155.4696702,166.4907737,50.2,50.2,50.2
La1.25Ca0.35Ba1.4Cu3O7.108,5,2.2,2.095361611,0.4,0.293713763,1.594166699,1.271337433,738.22,1003.561169,299.0319675,345.0320995,1.53656958,0.919008318,66.244,111.1877861,55.57850613,46.88700283,1.209740908,0.801305669,167.0,110.0117486,79.171174,52.20313341,4.16392152,1.255480863,7.2324,4.801798596,2.168943542,2.078846113,1,1.03112603,59.99494331,34.75899092,1.389953237,1.438668972,122.90607,13.59707812,50.42495724,47.2747442,690.3281148,936.2757273,810.6,696.3094904,146.1211967,87.59485281,1.508759894,1.491769308,205,28.00579799,68.6352679,73.66324759,4033.4858,3053.795951,843.9453445,65.1258527,1.224750185,0.902097881,8958.571,2049.881192,3207.256758,3745.708519,34.73567471,88.71318289,138.63,77.16932408,1.378110416,1.098433777,12.878,2.87778639,4.165161106,5.367798194,126.205316,100.0640014,13.7839016,1.103970781,0.835026704,0.369388082,399.97342,91.5327334,155.4696702,166.5077346,74.3,74.3,74.3
La1.25Ca0.3Ba1.45Cu3O7.11,5,2.2,2.095347063,0.4,0.293693719,1.594166699,1.265864002,738.22,1003.276964,299.0319675,345.4661393,1.53656958,0.915278856,66.244,111.2367277,55.57850613,46.7892609,1.209740908,0.802186898,167.0,110.2273074,79.171174,52.5685066,4.16392152,1.254836417,7.2324,4.799040427,2.168943542,2.078833851,1,1.038901602,59.99494331,34.91850239,1.389953237,1.429511434,122.90607,14.27160564,50.42495724,47.55735388,690.3281148,935.7546004,810.6,698.6514874,146.1211967,87.67555958,1.508759894,1.479842565,205,28.74141876,68.6352679,74.00716492,4033.4858,3060.805506,843.9453445,65.29113382,1.224750185,0.90054262,8958.571,2049.568254,3207.256758,3744.560475,34.73567471,89.18925459,138.63,77.19405034,1.378110416,1.088595498,12.878,2.877313501,4.165161106,5.366355235,126.205316,99.35461356,13.7839016,1.09325705,0.835026704,0.351636809,399.97342,91.51876554,155.4696702,166.4608487,67.1,67.1,67.1
La1.25Ca0.45Ba1.3Cu3O7.135,5,2.2,2.095165588,0.4,0.293443519,1.594166699,1.278990717,738.22,1004.859041,299.0319675,344.081684,1.53656958,0.923539387,66.244,111.1639893,55.57850613,47.05091466,1.209740908,0.798107026,167.0,109.4350971,79.171174,51.38833319,4.16392152,1.251639716,7.2324,4.796495622,2.168943542,2.078680892,1,1.017891131,59.99494331,34.3797379,1.389953237,1.455448141,122.90607,13.14068519,50.42495724,46.67216455,690.3281148,938.065399,810.6,693.0901028,146.1211967,87.30993067,1.508759894,1.511970313,205,26.47125999,68.6352679,72.94339151,4033.4858,3032.599613,843.9453445,64.21570848,1.224750185,0.903978015,8958.571,2045.664567,3207.256758,3746.441835,34.73567471,87.86866667,138.63,77.27415303,1.378110416,1.11488511,12.878,2.871414541,4.165161106,5.368950819,126.205316,101.2439778,13.7839016,1.115815624,0.835026704,0.401137441,399.97342,91.3445262,155.4696702,166.4685485,79.2,79.2,79.2
La1.25Ca0.4Ba1.35Cu3O7.141,5,2.2,2.095122137,0.4,0.293383564,1.594166699,1.274587516,738.22,1004.669135,299.0319675,344.5068444,1.53656958,0.920330223,66.244,111.2223575,55.57850613,46.94973986,1.209740908,0.798892546,167.0,109.6315349,79.171174,51.7421964,4.16392152,1.250340921,7.2324,4.792352332,2.168943542,2.07864427,1,1.025949319,59.99494331,34.52915311,1.389953237,1.447504841,122.90607,13.28717754,50.42495724,46.9612291,690.3281148,937.6402206,810.6,695.6157903,146.1211967,87.37431557,1.508759894,1.502395133,205,27.19732136,68.6352679,73.28851302,4033.4858,3038.673198,843.9453445,64.30390698,1.224750185,0.903240804,8958.571,2044.729892,3207.256758,3745.140816,34.73567471,88.35222167,138.63,77.31865916,1.378110416,1.107382943,12.878,2.870002131,4.165161106,5.367283789,126.205316,100.5052742,13.7839016,1.103754264,0.835026704,0.385838809,399.97342,91.30280741,155.4696702,166.4106815,77.8,77.8,77.8
La1.25Ca0.5Ba1.25Cu3O7.137,5,2.2,2.0951511,0.4,0.29342353,1.594166699,1.282489091,738.22,1005.236713,299.0319675,343.6348924,1.53656958,0.925963929,66.244,111.124686,55.57850613,47.14389525,1.209740908,0.796945079,167.0,109.2011875,79.171174,51.01281155,4.16392152,1.251621319,7.2324,4.797854457,2.168943542,2.078668681,1,1.010428561,59.99494331,34.2149827,1.389953237,1.4628947,122.90607,12.986146,50.42495724,46.37225984,690.3281148,938.6831335,810.6,690.9412118,146.1211967,87.21379389,1.508759894,1.520477738,205,25.72885743,68.6352679,72.58939428,4033.4858,3024.678296,843.9453445,63.9791742,1.224750185,0.904339974,8958.571,2045.352914,3207.256758,3747.335622,34.73567471,87.4133459,138.63,77.26935373,1.378110416,1.121455054,12.878,2.870943594,4.165161106,5.370168184,126.205316,101.9212683,13.7839016,1.125448284,0.835026704,0.415418553,399.97342,91.33061571,155.4696702,166.491456,79.2,79.2,79.2
La1.2Ba1.3Sr0.5Cu3O6.943,5,2.2,2.092714208,0.4,0.290031522,1.594166699,1.291387073,730.14,998.9124083,303.4570718,346.265028,1.532944285,0.932615223,66.776,110.6256278,54.98851247,47.32628864,1.233319145,0.808199555,172.0,111.308352,88.679574,53.3681139,4.10987827,1.282437631,7.1244,4.85214757,2.168943542,2.076615816,1,0.995596075,70.15426661,35.66711298,1.445332031,1.516880895,122.90607,11.3442015,46.48535171,46.95511449,680.5938239,931.1475571,810.6,683.1764892,149.7068586,88.49992811,1.505963547,1.528524344,205,25.14872904,71.27973064,74.34378318,4249.4858,3101.531449,938.0783908,68.97885552,1.279637151,0.94105098,8958.571,2076.031712,3065.983373,3741.040129,38.56702881,88.1495541,135.97,76.18886657,1.376747034,1.112352539,12.878,2.917303098,4.136759775,5.37030777,93.205316,97.09376072,9.727019218,1.114327139,0.551648333,0.233545027,399.97342,92.69995017,153.8062717,166.5953771,45.1,45.1,45.1
La1.2Ba1.5Ca0.3Cu3O6.72,5,2.2,2.094339623,0.4,0.29230063,1.594166699,1.282731299,738.22,993.6259434,299.0319675,346.5774663,1.53656958,0.937611195,66.244,110.1443396,55.57850613,47.39494491,1.209740908,0.816916002,167.0,112.3632075,79.171174,53.68352453,4.16392152,1.324520599,7.2324,4.946056604,2.168943542,2.077984858,1,1.009433962,59.99494331,35.76255119,1.389953237,1.424150865,122.90607,15.24898585,50.42495724,47.83032068,690.3281148,925.8153744,810.6,679.8122642,146.1211967,89.40153285,1.508759894,1.476718255,205,29.62264151,68.6352679,74.65641529,4033.4858,3144.245509,843.9453445,73.24680203,1.224750185,0.899541113,8958.571,2112.452604,3207.256758,3757.803344,34.73567471,87.51557551,138.63,75.19174528,1.378110416,1.083647953,12.878,2.972339623,4.165161106,5.389639306,126.205316,102.4197026,13.7839016,1.226785982,0.835026704,0.351993637,399.97342,94.32558038,155.4696702,168.0583265,27.0,27.0,27.0
La1.2Ba1.5Ca0.3Cu3O6.93,5,2.2,2.092807425,0.4,0.29016238,1.594166699,1.273322806,738.22,998.8146172,299.0319675,346.1153356,1.53656958,0.925164327,66.244,110.6698376,55.57850613,47.18606754,1.209740908,0.807688577,167.0,111.3178654,79.171174,53.07148538,4.16392152,1.286649476,7.2324,4.869331787,2.168943542,2.076694305,1,1.025522042,59.99494331,35.29839867,1.389953237,1.426165587,122.90607,15.00132251,50.42495724,47.6788557,690.3281148,931.0851198,810.6,690.0976798,146.1211967,88.50302799,1.508759894,1.476717961,205,29.14153132,68.6352679,74.49326808,4033.4858,3093.202086,843.9453445,68.71000846,1.224750185,0.899596783,8958.571,2078.12042,3207.256758,3748.273719,34.73567471,88.21127827,138.63,76.28491879,1.378110416,1.085605012,12.878,2.920459397,4.165161106,5.378940121,126.205316,100.7567053,13.7839016,1.152762419,0.835026704,0.352030172,399.97342,92.7931787,155.4696702,167.1897194,60.0,60.0,60.0
La1.2Ba1.5Ca0.3Cu3O7.06,5,2.2,2.091883614,0.4,0.288861585,1.594166699,1.2675289,738.22,1001.943032,299.0319675,345.798784,1.53656958,0.917626838,66.244,110.9866769,55.57850613,47.05684509,1.209740908,0.802069485,167.0,110.6875957,79.171174,52.70246769,4.16392152,1.264341035,7.2324,4.823071975,2.168943542,2.075916577,1,1.035222052,59.99494331,35.02146254,1.389953237,1.4273405,122.90607,14.85199847,50.42495724,47.58349575,690.3281148,934.2768991,810.6,696.2990812,146.1211967,87.96566055,1.508759894,1.476635964,205,28.85145482,68.6352679,74.38763039,4033.4858,3062.426397,843.9453445,66.11155889,1.224750185,0.89963113,8958.571,2057.420464,3207.256758,3742.179857,34.73567471,88.63340907,138.63,76.94402757,1.378110416,1.086804063,12.878,2.889179173,4.165161106,5.371949442,126.205316,99.75403176,13.7839016,1.110307253,0.835026704,0.352052724,399.97342,91.86924542,155.4696702,166.6558025,75.2,75.2,75.2
La1.2Ba1.8Cu3O6.98,4,2.25,2.092449923,0.433012702,0.289660033,1.368922361,1.21137056,775.425,998.0167951,323.8118078,348.616337,1.305967036,0.883847085,81.8375,111.0600924,51.43371189,46.55780957,1.159686593,0.810010177,160.25,112.4375963,88.9444675,55.17634638,3.479474849,1.276042223,6.9055,4.838949153,2.213363839,2.076393301,1,0.798151002,66.36159243,36.20703312,1.181795239,1.348543831,122.90607,10.44012234,51.96882779,49.2499065,718.1529,928.8881841,810.6,656.0953775,136.1260031,88.83822449,1.259243972,1.3555125,205,17.05701079,75.2375405,76.47229498,4654.35725,3126.59279,724.9532109,68.98349802,1.033128801,0.874359045,8958.571,2070.109829,3306.162897,3738.999406,60.12317856,91.24773573,127.05,74.48690293,1.088575342,0.97723243,12.878,2.908354391,4.599064117,5.368326726,107.756645,96.16221328,7.06248773,1.074640473,0.30814799,0.188707635,399.97342,92.43562955,168.8542438,166.7133858,80.0,80.0,80.0
La1.2Ba1.8Cu3O7.2,4,2.25,2.090909091,0.433012702,0.287479787,1.368922361,1.202548864,775.425,1003.268182,323.8118078,348.0443093,1.305967036,0.872015539,81.8375,111.5840909,51.43371189,46.34330977,1.159686593,0.800565852,160.25,111.3636364,88.9444675,54.52339727,3.479474849,1.239385784,6.9055,4.762,2.213363839,2.075096472,1,0.818181818,66.36159243,35.71753278,1.181795239,1.350972824,122.90607,9.999463636,51.96882779,49.09461897,718.1529,934.2627021,810.6,667.0454545,136.1260031,87.9313808,1.259243972,1.356260022,205,16.77272727,75.2375405,76.27971579,4654.35725,3074.506727,724.9532109,64.66709171,1.033128801,0.874416533,8958.571,2035.584182,3306.162897,3729.233049,60.12317856,91.92817589,127.05,75.62045455,1.088575342,0.979337822,12.878,2.856181818,4.599064117,5.356114772,107.756645,94.55995273,7.06248773,1.010379957,0.30814799,0.188747971,399.97342,90.89459273,168.8542438,165.7757447,27.0,27.0,27.0
La1.2Ba1.8Cu3O7.3,4,2.25,2.090225564,0.433012702,0.286504645,1.368922361,1.198554193,775.425,1005.597744,323.8118078,347.7648612,1.305967036,0.866743495,81.8375,111.8165414,51.43371189,46.2459361,1.159686593,0.796339373,160.25,110.887218,88.9444675,54.23374316,3.479474849,1.223463649,6.9055,4.727864662,2.213363839,2.074521446,1,0.827067669,66.36159243,35.50251036,1.181795239,1.3520274,122.90607,9.803983459,51.96882779,49.02278989,718.1529,936.6568333,810.6,671.9030075,136.1260031,87.53206643,1.259243972,1.356540556,205,16.64661654,75.2375405,76.1892829,4654.35725,3051.40088,724.9532109,62.8398045,1.033128801,0.874442584,8958.571,2020.268293,3306.162897,3724.659187,60.12317856,92.23164776,127.05,76.12330827,1.088575342,0.980286047,12.878,2.833037594,4.599064117,5.350334165,107.756645,93.84917549,7.06248773,0.983117782,0.30814799,0.188766257,399.97342,90.21097489,168.8542438,165.353125,27.0,27.0,27.0
La1.35Ba1.5Ca0.15Cu3O6.67,5,2.2,2.106550908,0.4,0.308541426,1.594166699,1.264399959,738.22,991.7933702,299.0319675,347.3812497,1.53656958,0.927760371,66.244,110.5568666,55.57850613,46.48303092,1.209740908,0.828492788,167.0,112.629045,79.171174,55.00225592,4.16392152,1.329094228,7.2324,4.938179953,2.168943542,2.088298993,1,1.029202841,59.99494331,36.40808928,1.389953237,1.396443023,122.90607,15.78364641,50.42495724,48.71567511,690.3281148,923.604049,810.6,684.2910024,146.1211967,89.62668191,1.508759894,1.440865387,205,32.03630624,68.6352679,74.70677038,4033.4858,3211.060097,843.9453445,75.6168767,1.224750185,0.894169375,8958.571,2120.794678,3207.256758,3769.609337,34.73567471,90.02317131,138.63,74.97194159,1.378110416,1.048287287,12.878,3.000710339,4.165161106,5.379916342,126.205316,100.6098886,13.7839016,1.205819867,0.835026704,0.28698757,399.97342,94.69792513,155.4696702,168.2032784,43.0,43.0,43.0
La1.3Ba1.2Sr0.5Cu3O6.955,5,2.2,2.100347356,0.4,0.300462584,1.594166699,1.290388386,730.14,999.5013894,303.4570718,345.8253653,1.532944285,0.932219932,66.776,110.9179853,54.98851247,46.87725916,1.233319145,0.811960916,172.0,110.8020069,88.679574,53.34568414,4.10987827,1.277997116,7.1244,4.834736395,2.168943542,2.083052846,1,0.996526438,70.15426661,35.6437814,1.445332031,1.51670896,122.90607,11.33369355,46.48535171,46.96912482,680.5938239,931.9763333,810.6,683.7599768,149.7068586,88.27218761,1.505963547,1.532090206,205,25.1254342,71.27973064,73.65072796,4249.4858,3119.007232,938.0783908,69.0294389,1.279637151,0.940858893,8958.571,2074.107395,3065.983373,3749.836325,38.56702881,88.9849724,135.97,76.25028946,1.376747034,1.112900704,12.878,2.914395214,4.136759775,5.364022714,93.205316,96.96525387,9.727019218,1.10769177,0.551648333,0.232375748,399.97342,92.61405914,153.8062717,166.5632636,38.0,38.0,38.0
La1.3Ba1.3Sr0.4Cu3O6.928,5,2.2,2.100556931,0.4,0.300741142,1.594166699,1.284080644,730.14,998.4867574,303.4570718,346.3803379,1.532944285,0.929090197,66.776,110.9210241,54.98851247,46.75675513,1.233319145,0.814457267,172.0,111.1961634,88.679574,53.80817251,4.10987827,1.282677557,7.1244,4.84437005,2.168943542,2.083229861,1,1.00990099,70.15426661,35.82777602,1.445332031,1.497102091,122.90607,12.03511757,46.48535171,47.46627776,680.5938239,930.6719234,810.6,686.692203,149.7068586,88.48329345,1.505963547,1.514320427,205,26.87190594,71.27973064,74.11625291,4249.4858,3132.325194,938.0783908,69.74626836,1.279637151,0.935113511,8958.571,2078.442132,3065.983373,3750.932697,38.56702881,89.49167598,135.97,76.16243812,1.376747034,1.099579258,12.878,2.920945545,4.136759775,5.36547304,93.205316,97.03621181,9.727019218,1.110626732,0.551648333,0.226235352,399.97342,92.80753819,153.8062717,166.7338107,45.2,45.2,45.2
La1.3Ba1.4Sr0.3Cu3O6.91,5,2.2,2.100697134,0.4,0.300927269,1.594166699,1.274912363,730.14,997.6879163,303.4570718,346.9128467,1.532944285,0.924034553,66.776,110.9460883,54.98851247,46.62662373,1.233319145,0.816363671,172.0,111.5476375,88.679574,54.24591518,4.10987827,1.285818292,7.1244,4.850814872,2.168943542,2.083348291,1,1.024012393,70.15426661,35.99313257,1.445332031,1.473193927,122.90607,12.85606507,46.48535171,47.94976153,680.5938239,929.5878585,810.6,690.07134,149.7068586,88.65783301,1.505963547,1.491397619,205,28.60573199,71.27973064,74.57159765,4249.4858,3143.506924,938.0783908,70.28232917,1.279637151,0.927096652,8958.571,2081.34203,3065.983373,3751.595756,38.56702881,90.03223929,135.97,76.12052672,1.376747034,1.082127176,12.878,2.925327653,4.136759775,5.366433421,93.205316,97.03978837,9.727019218,1.110685898,0.551648333,0.219265225,399.97342,92.93697383,153.8062717,166.866353,50.0,50.0,50.0
La1.3Ba1.5Ca0.2Cu3O6.7,5,2.2,2.102362205,0.4,0.30312404,1.594166699,1.271026898,738.22,992.7425197,299.0319675,347.0870554,1.53656958,0.9308987,66.244,110.4526772,55.57850613,46.77715363,1.209740908,0.824143437,167.0,112.4724409,79.171174,54.52103866,4.16392152,1.325073616,7.2324,4.935858268,2.168943542,2.084755293,1,1.023622047,59.99494331,36.16005719,1.389953237,1.40672423,122.90607,15.5885748,50.42495724,48.41625968,690.3281148,924.683254,810.6,683.4559055,146.1211967,89.49276101,1.508759894,1.454713252,205,31.19685039,68.6352679,74.68008692,4033.4858,3185.383803,843.9453445,74.50611412,1.224750185,0.896658219,8958.571,2115.781551,3207.256758,3765.23745,34.73567471,89.2211103,138.63,75.11622047,1.378110416,1.062041599,12.878,2.977370079,4.165161106,5.382512314,126.205316,101.1085107,13.7839016,1.207931968,0.835026704,0.310775553,399.97342,94.47416646,155.4696702,168.1006639,20.0,20.0,20.0
La1.3Ba1.5Ca0.2Cu3O6.72,5,2.2,2.102201258,0.4,0.302912794,1.594166699,1.270155753,738.22,993.2462264,299.0319675,347.0462782,1.53656958,0.929710684,66.244,110.503066,55.57850613,46.75760878,1.209740908,0.823251535,167.0,112.3710692,79.171174,54.46047005,4.16392152,1.321356662,7.2324,4.928446541,2.168943542,2.08461925,1,1.025157233,59.99494331,36.11372675,1.389953237,1.406935579,122.90607,15.56406447,50.42495724,48.4022519,690.3281148,925.1932714,810.6,684.4459119,146.1211967,89.40514651,1.508759894,1.454736848,205,31.14779874,68.6352679,74.66506373,4033.4858,3180.377585,843.9453445,74.04435881,1.224750185,0.896663482,8958.571,2112.452604,3207.256758,3764.39061,34.73567471,89.28681922,138.63,75.22216981,1.378110416,1.06223124,12.878,2.972339623,4.165161106,5.38152108,126.205316,100.9495769,13.7839016,1.20070512,0.835026704,0.310779102,399.97342,94.32558038,155.4696702,168.0161978,48.0,48.0,48.0
La1.3Ba1.5Ca0.2Cu3O6.92,5,2.2,2.100619195,0.4,0.300823823,1.594166699,1.261467122,738.22,998.1975232,299.0319675,346.6062336,1.53656958,0.917997612,66.244,110.9983746,55.57850613,46.56214937,1.209740908,0.814425329,167.0,111.374613,79.171174,53.86509745,4.16392152,1.28537044,7.2324,4.855591331,2.168943542,2.083282455,1,1.040247678,59.99494331,35.66145918,1.389953237,1.40897544,122.90607,15.32313467,50.42495724,48.26029709,690.3281148,930.2215967,810.6,694.1773994,146.1211967,88.54847279,1.508759894,1.454887432,205,30.66563467,68.6352679,74.50988822,4033.4858,3131.167854,843.9453445,69.65500891,1.224750185,0.896716005,8958.571,2079.729978,3207.256758,3755.701076,34.73567471,89.93530101,138.63,76.26362229,1.378110416,1.064114964,12.878,2.922891641,4.165161106,5.371223444,126.205316,99.38730136,13.7839016,1.131928523,0.835026704,0.310814518,399.97342,92.86502062,155.4696702,167.1756061,45.0,45.0,45.0
La1.3Ba1.5Ca0.2Cu3O6.94,5,2.2,2.100463679,0.4,0.300617245,1.594166699,1.260600708,738.22,998.6842349,299.0319675,346.5591286,1.53656958,0.916842801,66.244,111.0470634,55.57850613,46.54260689,1.209740908,0.813551969,167.0,111.2766615,79.171174,53.80657241,4.16392152,1.281886343,7.2324,4.848429675,2.168943542,2.083151095,1,1.041731066,59.99494331,35.61730825,1.389953237,1.409172189,122.90607,15.29945131,50.42495724,48.2459238,690.3281148,930.7173531,810.6,695.1340031,146.1211967,88.46470628,1.508759894,1.45489414,205,30.61823802,68.6352679,74.49389753,4033.4858,3126.330546,843.9453445,69.23784005,1.224750185,0.896721245,8958.571,2076.513349,3207.256758,3754.810996,34.73567471,89.99930036,138.63,76.36599691,1.378110416,1.064302082,12.878,2.918030912,4.165161106,5.370156767,126.205316,99.23372992,13.7839016,1.12538422,0.835026704,0.310818053,399.97342,92.72144782,155.4696702,167.0919593,52.0,52.0,52.0
La1.3Ba1.5Sr0.2Cu3O6.901,5,2.2,2.100767382,0.4,0.301020459,1.594166699,1.262290649,730.14,997.1074413,303.4570718,347.4232997,1.532944285,0.916705034,66.776,110.9932176,54.98851247,46.48698288,1.233319145,0.817642991,172.0,111.8555151,88.679574,54.65789244,4.10987827,1.287394837,7.1244,4.854044028,2.168943542,2.083407633,1,1.038834199,70.15426661,36.13915415,1.445332031,1.444114884,122.90607,14.60867375,46.48535171,48.41965573,680.5938239,928.7265518,810.6,693.8921867,149.7068586,88.79506652,1.505963547,1.462147791,205,30.32323076,71.27973064,75.0165869,4249.4858,3152.520078,938.0783908,70.63143506,1.279637151,0.9163072,8958.571,2082.795014,3065.983373,3751.841941,38.56702881,90.60622857,135.97,76.12483528,1.376747034,1.059502921,12.878,2.927523293,4.136759775,5.366911641,93.205316,96.97569402,9.727019218,1.107856664,0.551648333,0.211226176,399.97342,93.0018271,153.8062717,166.9605499,43.8,43.8,43.8
La1.4Ba1.5Ca0.1Cu3O6.903,5,2.2,2.108501899,0.4,0.311013242,1.594166699,1.24528724,738.22,997.4083004,299.0319675,347.1124049,1.53656958,0.908491542,66.244,111.3105092,55.57850613,45.93312933,1.209740908,0.821037181,167.0,111.4658607,79.171174,54.68091267,4.16392152,1.285313956,7.2324,4.844335891,2.168943542,2.089951614,1,1.054483453,59.99494331,36.04469537,1.389953237,1.387889702,122.90607,15.65393319,50.42495724,48.82770713,690.3281148,929.183282,810.6,697.9298845,146.1211967,88.62347238,1.508759894,1.424934986,205,32.20956367,68.6352679,74.53205004,4033.4858,3170.910981,843.9453445,70.7640741,1.224750185,0.890886808,8958.571,2082.471953,3207.256758,3763.03816,34.73567471,91.67383937,138.63,76.20634736,1.378110416,1.034491108,12.878,2.979617143,4.165161106,5.363823256,126.205316,98.06893604,13.7839016,1.113693062,0.835026704,0.260245335,399.97342,92.98740744,155.4696702,167.1799721,25.0,25.0,25.0
